nom_commune_adherente;code_insee_commune_adherente;zip_code;nom_commune_zip
Saint-Martial-de-Vitaterne;17363;17500;Saint-Martial-de-Vitaterne, 17500
Clam;17108;17500;Clam, 17500
Guitinières;17187;17500;Guitinières, 17500
Neulles;17259;17500;Neulles, 17500
Champagnac;17082;17500;Champagnac, 17500
Saint-Médard;17372;17500;Saint-Médard, 17500
Vanzac;17458;17500;Vanzac, 17500
Réaux sur Trèfle;17295;17500;Réaux sur Trèfle, 17500
Mortiers;17249;17500;Mortiers, 17500
REAUX;17295;17500;REAUX, 17500
Les Sables-d'Olonne (avant 2019);85194;85340;Les Sables-d'Olonne (avant 2019), 85340
Les Sables-d'Olonne;85194;85340;Les Sables-d'Olonne, 85340
L' Île-d'Olonne;85112;85340;L' Île-d'Olonne, 85340
Cormot-Vauchignon;21195;21340;Cormot-Vauchignon, 21340
Change;71085;21340;Change, 21340
JOURS-EN-VAUX;21327;21340;JOURS-EN-VAUX, 21340
Santosse;21583;21340;Santosse, 21340
Molinot;21420;21340;Molinot, 21340
Aubigny-la-Ronce;21032;21340;Aubigny-la-Ronce, 21340
Baubigny;21050;21340;Baubigny, 21340
Nolay;21461;21340;Nolay, 21340
Thury;21636;21340;Thury, 21340
CORMOT-LE-GRAND;21195;21340;CORMOT-LE-GRAND, 21340
Val-Mont;21327;21340;Val-Mont, 21340
La Rochepot;21527;21340;La Rochepot, 21340
Ploubazlanec;22210;22620;Ploubazlanec, 22620
Congerville-Thionville;91613;91740;Congerville-Thionville, 91740
Chalou-Moulineux;91131;91740;Chalou-Moulineux, 91740
Pussay;91511;91740;Pussay, 91740
Le Poët-Célard;26241;26460;Le Poët-Célard, 26460
Crupies;26111;26460;Crupies, 26460
Bouvières;26060;26460;Bouvières, 26460
Bézaudun-sur-Bîne;26051;26460;Bézaudun-sur-Bîne, 26460
Truinas;26356;26460;Truinas, 26460
Bourdeaux;26056;26460;Bourdeaux, 26460
Mornans;26214;26460;Mornans, 26460
Les Tonils;26351;26460;Les Tonils, 26460
Poses;27474;27740;Poses, 27740
Vincennes;94080;94300;Vincennes, 94300
Margency;95369;95580;Margency, 95580
Andilly;95014;95580;Andilly, 95580
Beaucaire;30032;30300;Beaucaire, 30300
Comps;30089;30300;Comps, 30300
Fourques;30117;30300;Fourques, 30300
Vallabrègues;30336;30300;Vallabrègues, 30300
Jonquières-Saint-Vincent;30135;30300;Jonquières-Saint-Vincent, 30300
Saint-Plancard;31513;31580;Saint-Plancard, 31580
Sédeilhac;31539;31580;Sédeilhac, 31580
Villeneuve-Lécussan;31586;31580;Villeneuve-Lécussan, 31580
Lécussan;31289;31580;Lécussan, 31580
Balesta;31043;31580;Balesta, 31580
Cazaril-Tambourès;31130;31580;Cazaril-Tambourès, 31580
Larroque;31276;31580;Larroque, 31580
Boudrac;31078;31580;Boudrac, 31580
Loudet;31305;31580;Loudet, 31580
Pointe-Noire;97121;97116;Pointe-Noire, 97116
Mèze;34157;34140;Mèze, 34140
Loupian;34143;34140;Loupian, 34140
Bouzigues;34039;34140;Bouzigues, 34140
Saint-Georges-de-Reintembault;35271;35420;Saint-Georges-de-Reintembault, 35420
Mellé;35174;35420;Mellé, 35420
Monthault;35190;35420;Monthault, 35420
La Bazouge-du-Désert;35018;35420;La Bazouge-du-Désert, 35420
Villamée;35357;35420;Villamée, 35420
Le Ferré;35111;35420;Le Ferré, 35420
Poilley;35230;35420;Poilley, 35420
Louvigné-du-Désert;35162;35420;Louvigné-du-Désert, 35420
Cléré-du-Bois;36054;36700;Cléré-du-Bois, 36700
Arpheuilles;36008;36700;Arpheuilles, 36700
Le Tranger;36225;36700;Le Tranger, 36700
Murs;36136;36700;Murs, 36700
Clion;36055;36700;Clion, 36700
Saint-Médard;36203;36700;Saint-Médard, 36700
Châtillon-sur-Indre;36045;36700;Châtillon-sur-Indre, 36700
Saint-Cyran-du-Jambot;36188;36700;Saint-Cyran-du-Jambot, 36700
Fléré-la-Rivière;36074;36700;Fléré-la-Rivière, 36700
Moirans-en-Montagne;39333;39260;Moirans-en-Montagne, 39260
Crenans;39179;39260;Crenans, 39260
Meussia;39328;39260;Meussia, 39260
Montcusel;39351;39260;Montcusel, 39260
Maisod;39307;39260;Maisod, 39260
Villards-d'Héria;39561;39260;Villards-d'Héria, 39260
Charchilla;39106;39260;Charchilla, 39260
Lect;39289;39260;Lect, 39260
Martigna;39318;39260;Martigna, 39260
Coyron;39175;39260;Coyron, 39260
Les Crozets;39184;39260;Les Crozets, 39260
Beaumont;43022;43100;Beaumont, 43100
Lavaudieu;43117;43100;Lavaudieu, 43100
Lubilhac;43125;43100;Lubilhac, 43100
Saint-Just-près-Brioude;43206;43100;Saint-Just-près-Brioude, 43100
Brioude;43040;43100;Brioude, 43100
Fontannes;43096;43100;Fontannes, 43100
Lamothe;43110;43100;Lamothe, 43100
Agnat;43001;43100;Agnat, 43100
Mercoeur;43133;43100;Mercoeur, 43100
Javaugues;43105;43100;Javaugues, 43100
Vieille-Brioude;43262;43100;Vieille-Brioude, 43100
Chaniat;43055;43100;Chaniat, 43100
Saint-Beauzire;43170;43100;Saint-Beauzire, 43100
Cohade;43074;43100;Cohade, 43100
Saint-Laurent-Chabreuges;43207;43100;Saint-Laurent-Chabreuges, 43100
Paulhac;43147;43100;Paulhac, 43100
Pornichet;44132;44380;Pornichet, 44380
LE PONT-DE-MONTVERT;48116;48220;LE PONT-DE-MONTVERT, 48220
Pont de Montvert - Sud Mont Lozère;48116;48220;Pont de Montvert - Sud Mont Lozère, 48220
Vialas;48194;48220;Vialas, 48220
Segré-en-Anjou Bleu;49331;49500;Segré-en-Anjou Bleu, 49500
SEGRE;49331;49500;SEGRE, 49500
Chazé-sur-Argos;49089;49500;Chazé-sur-Argos, 49500
Chémeré-le-Roi;53067;53340;Chémeré-le-Roi, 53340
Bannes;53019;53340;Bannes, 53340
Préaux;53184;53340;Préaux, 53340
Cossé-en-Champagne;53076;53340;Cossé-en-Champagne, 53340
Val-du-Maine;53017;53340;Val-du-Maine, 53340
BALLEE;53017;53340;BALLEE, 53340
Saulges;53257;53340;Saulges, 53340
Doncourt-lès-Longuyon;54172;54620;Doncourt-lès-Longuyon, 54620
Boismont;54081;54620;Boismont, 54620
Baslieux;54049;54620;Baslieux, 54620
Bazailles;54056;54620;Bazailles, 54620
Ville-au-Montois;54568;54620;Ville-au-Montois, 54620
Han-devant-Pierrepont;54602;54620;Han-devant-Pierrepont, 54620
Pierrepont;54428;54620;Pierrepont, 54620
Joppécourt;54282;54620;Joppécourt, 54620
Beuveille;54067;54620;Beuveille, 54620
Saint-Supplet;54489;54620;Saint-Supplet, 54620
Terville;57666;57180;Terville, 57180
Trucy-l'Orgueilleux;58299;58460;Trucy-l'Orgueilleux, 58460
Breugnon;58038;58460;Breugnon, 58460
Corvol-l'Orgueilleux;58085;58460;Corvol-l'Orgueilleux, 58460
Dimechaux;59174;59740;Dimechaux, 59740
Clairfayts;59148;59740;Clairfayts, 59740
Felleries;59226;59740;Felleries, 59740
Beaurieux;59062;59740;Beaurieux, 59740
Solre-le-Château;59572;59740;Solre-le-Château, 59740
Bérelles;59066;59740;Bérelles, 59740
Willies;59661;59740;Willies, 59740
Eccles;59186;59740;Eccles, 59740
Hestrud;59306;59740;Hestrud, 59740
Lez-Fontaine;59342;59740;Lez-Fontaine, 59740
Liessies;59347;59740;Liessies, 59740
Choisies;59147;59740;Choisies, 59740
Solrinnes;59573;59740;Solrinnes, 59740
Lens;62498;62300;Lens, 62300
Éleu-dit-Leauwette;62291;62300;Éleu-dit-Leauwette, 62300
Le Vernet-Chaméane;63448;63580;Le Vernet-Chaméane, 63580
Sainte-Catherine;63328;63580;Sainte-Catherine, 63580
Peslières;63277;63580;Peslières, 63580
Champagnat-le-Jeune;63079;63580;Champagnat-le-Jeune, 63580
Saint-Étienne-sur-Usson;63340;63580;Saint-Étienne-sur-Usson, 63580
Saint-Genès-la-Tourette;63348;63580;Saint-Genès-la-Tourette, 63580
Vernet-la-Varenne;63448;63580;Vernet-la-Varenne, 63580
Valz-sous-Châteauneuf;63442;63580;Valz-sous-Châteauneuf, 63580
La Chapelle-sur-Usson;63088;63580;La Chapelle-sur-Usson, 63580
Saint-Martin-d'Ollières;63376;63580;Saint-Martin-d'Ollières, 63580
Port-Louis;97122;97117;Port-Louis, 97117
Téteghem-Coudekerque-Village;59588;59229;Téteghem-Coudekerque-Village, 59229
Uxem;59605;59229;Uxem, 59229
TETEGHEM;59588;59229;TETEGHEM, 59229
Raedersheim;68260;68190;Raedersheim, 68190
Ensisheim;68082;68190;Ensisheim, 68190
Ungersheim;68343;68190;Ungersheim, 68190
COURS-LA-VILLE;69066;69470;COURS-LA-VILLE, 69470
Cours;69066;69470;Cours, 69470
Ranchal;69164;69470;Ranchal, 69470
Ontex;73193;73310;Ontex, 73310
Chindrieux;73085;73310;Chindrieux, 73310
Serrières-en-Chautagne;73286;73310;Serrières-en-Chautagne, 73310
Vions;73327;73310;Vions, 73310
Ruffieux;73218;73310;Ruffieux, 73310
Chanaz;73073;73310;Chanaz, 73310
Saint-Pierre-de-Curtille;73273;73310;Saint-Pierre-de-Curtille, 73310
Motz;73180;73310;Motz, 73310
Conjux;73091;73310;Conjux, 73310
Férolles-Attilly;77180;77150;Férolles-Attilly, 77150
Lésigny;77249;77150;Lésigny, 77150
Louveciennes;78350;78430;Louveciennes, 78430
Tarascon;13108;13150;Tarascon, 13150
Boulbon;13017;13150;Boulbon, 13150
Saint-Pierre-de-Mézoargues;13061;13150;Saint-Pierre-de-Mézoargues, 13150
Annebault;14016;14430;Annebault, 14430
Douville-en-Auge;14227;14430;Douville-en-Auge, 14430
Bourgeauville;14091;14430;Bourgeauville, 14430
Gerrots;14300;14430;Gerrots, 14430
Cricqueville-en-Auge;14203;14430;Cricqueville-en-Auge, 14430
Dozulé;14229;14430;Dozulé, 14430
Beuvron-en-Auge;14070;14430;Beuvron-en-Auge, 14430
Hotot-en-Auge;14335;14430;Hotot-en-Auge, 14430
Branville;14093;14430;Branville, 14430
Victot-Pontfol;14743;14430;Victot-Pontfol, 14430
Saint-Jouin;14598;14430;Saint-Jouin, 14430
Saint-Léger-Dubosq;14606;14430;Saint-Léger-Dubosq, 14430
Putot-en-Auge;14524;14430;Putot-en-Auge, 14430
Heuland;14329;14430;Heuland, 14430
Angerville;14012;14430;Angerville, 14430
Cresseveuille;14198;14430;Cresseveuille, 14430
Danestal;14218;14430;Danestal, 14430
Goustranville;14308;14430;Goustranville, 14430
Montalzat;82119;82270;Montalzat, 82270
Montpezat-de-Quercy;82131;82270;Montpezat-de-Quercy, 82270
Montfermier;82128;82270;Montfermier, 82270
Vidauban;83148;83550;Vidauban, 83550
Culan;18083;18270;Culan, 18270
Saint-Maur;18225;18270;Saint-Maur, 18270
Sidiailles;18252;18270;Sidiailles, 18270
Reigny;18192;18270;Reigny, 18270
Saint-Christophe-le-Chaudry;18203;18270;Saint-Christophe-le-Chaudry, 18270
Sérignan-du-Comtat;84127;84830;Sérignan-du-Comtat, 84830
Laval-sur-Luzège;19111;19550;Laval-sur-Luzège, 19550
Soursac;19264;19550;Soursac, 19550
Saint-Hilaire-Foissac;19208;19550;Saint-Hilaire-Foissac, 19550
Lapleau;19106;19550;Lapleau, 19550
Amberre;86002;86110;Amberre, 86110
Cuhon;86089;86110;Cuhon, 86110
Saint-Martin-la-Pallu;86281;86110;Saint-Martin-la-Pallu, 86110
Saint Martin la Pallu;86281;86110;Saint Martin la Pallu, 86110
Coussay;86085;86110;Coussay, 86110
Mirebeau;86160;86110;Mirebeau, 86110
Craon;86087;86110;Craon, 86110
Thurageau;86271;86110;Thurageau, 86110
Mazeuil;86154;86110;Mazeuil, 86110
La Grimaudière;86108;86110;La Grimaudière, 86110
VENDEUVRE-DU-POITOU;86281;86110;VENDEUVRE-DU-POITOU, 86110
Chouppes;86075;86110;Chouppes, 86110
Kergrist-Moëlou;22087;22110;Kergrist-Moëlou, 22110
Glomel;22061;22110;Glomel, 22110
Rostrenen;22266;22110;Rostrenen, 22110
Plounévez-Quintin;22229;22110;Plounévez-Quintin, 22110
Trémargat;22365;22110;Trémargat, 22110
Plouguernével;22220;22110;Plouguernével, 22110
Mellionnec;22146;22110;Mellionnec, 22110
Montgeron;91421;91230;Montgeron, 91230
Folleville;27248;27230;Folleville, 27230
Fontaine-la-Louvet;27252;27230;Fontaine-la-Louvet, 27230
Saint-Vincent-du-Boulay;27613;27230;Saint-Vincent-du-Boulay, 27230
Bazoques;27046;27230;Bazoques, 27230
Barville;27042;27230;Barville, 27230
La Chapelle-Hareng;27149;27230;La Chapelle-Hareng, 27230
Thiberville;27629;27230;Thiberville, 27230
Heudreville-en-Lieuvin;27334;27230;Heudreville-en-Lieuvin, 27230
Le Theil-Nolent;27627;27230;Le Theil-Nolent, 27230
Drucourt;27207;27230;Drucourt, 27230
Duranville;27208;27230;Duranville, 27230
Piencourt;27455;27230;Piencourt, 27230
Les Places;27459;27230;Les Places, 27230
Le Planquay;27462;27230;Le Planquay, 27230
Saint-Mards-de-Fresne;27564;27230;Saint-Mards-de-Fresne, 27230
Saint-Germain-la-Campagne;27547;27230;Saint-Germain-la-Campagne, 27230
Bournainville-Faverolles;27106;27230;Bournainville-Faverolles, 27230
Saint-Aubin-de-Scellon;27512;27230;Saint-Aubin-de-Scellon, 27230
Le Favril;27237;27230;Le Favril, 27230
Pont-Croix;29218;29790;Pont-Croix, 29790
Beuzec-Cap-Sizun;29008;29790;Beuzec-Cap-Sizun, 29790
Confort-Meilars;29145;29790;Confort-Meilars, 29790
Mahalon;29143;29790;Mahalon, 29790
Saint-François;97125;97118;Saint-François, 97118
Acoua;97601;97630;Acoua, 97630
Mtsamboro;97612;97630;Mtsamboro, 97630
Saint-Arailles;32360;32350;Saint-Arailles, 32350
Barran;32029;32350;Barran, 32350
Biran;32054;32350;Biran, 32350
Mirannes;32257;32350;Mirannes, 32350
Ordan-Larroque;32301;32350;Ordan-Larroque, 32350
Le Brouilh-Monbert;32065;32350;Le Brouilh-Monbert, 32350
Orsennes;36146;36190;Orsennes, 36190
Cuzion;36062;36190;Cuzion, 36190
Gargilesse-Dampierre;36081;36190;Gargilesse-Dampierre, 36190
Saint-Plantaire;36207;36190;Saint-Plantaire, 36190
Pommiers;36160;36190;Pommiers, 36190
Huez;38191;38750;Huez, 38750
Ambloy;41001;41310;Ambloy, 41310
Lancé;41107;41310;Lancé, 41310
Prunay-Cassereau;41184;41310;Prunay-Cassereau, 41310
Authon;41007;41310;Authon, 41310
Huisseau-en-Beauce;41103;41310;Huisseau-en-Beauce, 41310
Gombergean;41098;41310;Gombergean, 41310
Saint-Gourgon;41213;41310;Saint-Gourgon, 41310
Saint-Amand-Longpré;41199;41310;Saint-Amand-Longpré, 41310
Villechauve;41278;41310;Villechauve, 41310
Nourray;41163;41310;Nourray, 41310
Sasnières;41236;41310;Sasnières, 41310
Villeporcher;41286;41310;Villeporcher, 41310
Vézelin-sur-Loire;42268;42590;Vézelin-sur-Loire, 42590
Vendranges;42325;42590;Vendranges, 42590
Neulise;42156;42590;Neulise, 42590
Saint-Jodard;42241;42590;Saint-Jodard, 42590
Saint-Paul-de-Vézelin;42268;42590;Saint-Paul-de-Vézelin, 42590
Saint-Priest-la-Roche;42277;42590;Saint-Priest-la-Roche, 42590
Pinay;42171;42590;Pinay, 42590
Férolles;45144;45150;Férolles, 45150
Ouvrouer-les-Champs;45241;45150;Ouvrouer-les-Champs, 45150
Darvoy;45123;45150;Darvoy, 45150
Jargeau;45173;45150;Jargeau, 45150
La Haye-d'Ectot;50235;50270;La Haye-d'Ectot, 50270
Les Moitiers-d'Allonne;50332;50270;Les Moitiers-d'Allonne, 50270
Surtainville;50585;50270;Surtainville, 50270
Saint-Maurice-en-Cotentin;50522;50270;Saint-Maurice-en-Cotentin, 50270
Saint-Jean-de-la-Rivière;50490;50270;Saint-Jean-de-la-Rivière, 50270
Baubigny;50033;50270;Baubigny, 50270
Barneville-Carteret;50031;50270;Barneville-Carteret, 50270
Saint-Georges-de-la-Rivière;50471;50270;Saint-Georges-de-la-Rivière, 50270
Sortosville-en-Beaumont;50577;50270;Sortosville-en-Beaumont, 50270
Sénoville;50572;50270;Sénoville, 50270
Saint-Pierre-d'Arthéglise;50536;50270;Saint-Pierre-d'Arthéglise, 50270
Dombasle-sur-Meurthe;54159;54110;Dombasle-sur-Meurthe, 54110
Buissoncourt;54104;54110;Buissoncourt, 54110
Hudiviller;54269;54110;Hudiviller, 54110
Rosières-aux-Salines;54462;54110;Rosières-aux-Salines, 54110
Gellenoncourt;54219;54110;Gellenoncourt, 54110
Réméréville;54456;54110;Réméréville, 54110
Varangéville;54549;54110;Varangéville, 54110
Anthelupt;54020;54110;Anthelupt, 54110
Flainval;54195;54110;Flainval, 54110
Lenoncourt;54311;54110;Lenoncourt, 54110
Sommerviller;54509;54110;Sommerviller, 54110
Courbesseaux;54139;54110;Courbesseaux, 54110
Crévic;54145;54110;Crévic, 54110
Haraucourt;54250;54110;Haraucourt, 54110
Riantec;56193;56670;Riantec, 56670
Montigny-lès-Metz;57480;57950;Montigny-lès-Metz, 57950
Rosult;59511;59230;Rosult, 59230
Château-l'Abbaye;59144;59230;Château-l'Abbaye, 59230
Nivelle;59434;59230;Nivelle, 59230
Saint-Amand-les-Eaux;59526;59230;Saint-Amand-les-Eaux, 59230
Sars-et-Rosières;59554;59230;Sars-et-Rosières, 59230
Lafraye;60339;60510;Lafraye, 60510
Litz;60366;60510;Litz, 60510
Velennes;60663;60510;Velennes, 60510
Bresles;60103;60510;Bresles, 60510
Oroër;60480;60510;Oroër, 60510
Laversines;60355;60510;Laversines, 60510
Nivillers;60461;60510;Nivillers, 60510
La Rue-Saint-Pierre;60559;60510;La Rue-Saint-Pierre, 60510
Fouquerolles;60251;60510;Fouquerolles, 60510
Haudivillers;60302;60510;Haudivillers, 60510
Bonlier;60081;60510;Bonlier, 60510
Rochy-Condé;60542;60510;Rochy-Condé, 60510
Essuiles;60222;60510;Essuiles, 60510
Therdonne;60628;60510;Therdonne, 60510
La Neuville-en-Hez;60454;60510;La Neuville-en-Hez, 60510
Le Fay-Saint-Quentin;60230;60510;Le Fay-Saint-Quentin, 60510
Rémérangles;60530;60510;Rémérangles, 60510
Saint-Pierre-du-Regard;61447;61790;Saint-Pierre-du-Regard, 61790
Moncaup;64390;64350;Moncaup, 64350
Simacourbe;64524;64350;Simacourbe, 64350
Corbère-Abères;64193;64350;Corbère-Abères, 64350
Maspie-Lalonquère-Juillacq;64369;64350;Maspie-Lalonquère-Juillacq, 64350
Momy;64388;64350;Momy, 64350
Anoye;64028;64350;Anoye, 64350
Lembeye;64331;64350;Lembeye, 64350
Samsons-Lion;64503;64350;Samsons-Lion, 64350
Gayon;64236;64350;Gayon, 64350
Escurès;64210;64350;Escurès, 64350
Crouseilles;64196;64350;Crouseilles, 64350
Peyrelongue-Abos;64446;64350;Peyrelongue-Abos, 64350
Séméacq-Blachon;64517;64350;Séméacq-Blachon, 64350
Lannecaube;64311;64350;Lannecaube, 64350
Arricau-Bordes;64052;64350;Arricau-Bordes, 64350
Lalongue;64307;64350;Lalongue, 64350
Lasserre;64323;64350;Lasserre, 64350
Arrosès;64056;64350;Arrosès, 64350
Lespielle;64337;64350;Lespielle, 64350
Castillon (Canton de Lembeye);64182;64350;Castillon (Canton de Lembeye), 64350
Bassillon-Vauzé;64098;64350;Bassillon-Vauzé, 64350
Aurions-Idernes;64079;64350;Aurions-Idernes, 64350
Luc-Armau;64356;64350;Luc-Armau, 64350
Monpezat;64394;64350;Monpezat, 64350
Lucarré;64357;64350;Lucarré, 64350
Bétracq;64118;64350;Bétracq, 64350
Montceaux-lès-Provins;77301;77151;Montceaux-lès-Provins, 77151
Vieux-Habitants;97134;97119;Vieux-Habitants, 97119
Mont-Bonvillers;54084;54111;Mont-Bonvillers, 54111
Gouzeaucourt;59269;59231;Gouzeaucourt, 59231
Villers-Plouich;59625;59231;Villers-Plouich, 59231
Gonnelieu;59267;59231;Gonnelieu, 59231
Taillet;66199;66400;Taillet, 66400
Calmeilles;66032;66400;Calmeilles, 66400
Oms;66126;66400;Oms, 66400
Céret;66049;66400;Céret, 66400
Reynès;66160;66400;Reynès, 66400
Nothalten;67337;67680;Nothalten, 67680
Epfig;67125;67680;Epfig, 67680
Illtal;68240;68960;Illtal, 68960
Willer;68371;68960;Willer, 68960
OBERDORF;68240;68960;OBERDORF, 68960
La Villeneuve-Bellenoye-et-la-Maize;70558;70240;La Villeneuve-Bellenoye-et-la-Maize, 70240
Genevreuille;70262;70240;Genevreuille, 70240
Colombotte;70164;70240;Colombotte, 70240
Genevrey;70263;70240;Genevrey, 70240
Châteney;70140;70240;Châteney, 70240
Velleminfroy;70537;70240;Velleminfroy, 70240
Saulx;70478;70240;Saulx, 70240
Mailleroncourt-Charette;70322;70240;Mailleroncourt-Charette, 70240
La Creuse;70186;70240;La Creuse, 70240
Châtenois;70141;70240;Châtenois, 70240
Vellefrie;70534;70240;Vellefrie, 70240
Vilory;70569;70240;Vilory, 70240
Varogne;70522;70240;Varogne, 70240
Calmoutier;70111;70240;Calmoutier, 70240
Liévans;70303;70240;Liévans, 70240
Pomoy;70416;70240;Pomoy, 70240
Servigney;70490;70240;Servigney, 70240
Mollans;70351;70240;Mollans, 70240
Creveney;70188;70240;Creveney, 70240
Curtil-sous-Buffières;71163;71520;Curtil-sous-Buffières, 71520
Germolles-sur-Grosne;71217;71520;Germolles-sur-Grosne, 71520
Dompierre-les-Ormes;71178;71520;Dompierre-les-Ormes, 71520
Clermain;71134;71520;Clermain, 71520
Saint-Pierre-le-Vieux;71469;71520;Saint-Pierre-le-Vieux, 71520
Matour;71289;71520;Matour, 71520
Trivy;71547;71520;Trivy, 71520
Saint-Point;71470;71520;Saint-Point, 71520
La Chapelle-du-Mont-de-France;71091;71520;La Chapelle-du-Mont-de-France, 71520
Bourgvilain;71050;71520;Bourgvilain, 71520
Tramayes;71545;71520;Tramayes, 71520
Navour-sur-Grosne;71134;71520;Navour-sur-Grosne, 71520
Saint-Léger-sous-la-Bussière;71441;71520;Saint-Léger-sous-la-Bussière, 71520
Montmelard;71316;71520;Montmelard, 71520
Trambly;71546;71520;Trambly, 71520
Aubigné-Racan;72013;72800;Aubigné-Racan, 72800
Le Lude;72176;72800;Le Lude, 72800
Luché-Pringé;72175;72800;Luché-Pringé, 72800
Lude;72176;72800;Lude, 72800
Thorée-les-Pins;72357;72800;Thorée-les-Pins, 72800
Savigné-sous-le-Lude;72330;72800;Savigné-sous-le-Lude, 72800
La Chapelle-aux-Choux;72060;72800;La Chapelle-aux-Choux, 72800
Saint-Germain-d'Arcé;72283;72800;Saint-Germain-d'Arcé, 72800
Coulongé;72098;72800;Coulongé, 72800
Rocquefort;76531;76640;Rocquefort, 76640
Cléville;76181;76640;Cléville, 76640
Foucart;76279;76640;Foucart, 76640
Normanville;76470;76640;Normanville, 76640
Terres-de-Caux;76258;76640;Terres-de-Caux, 76640
Hattenville;76342;76640;Hattenville, 76640
Yébleron;76751;76640;Yébleron, 76640
Trémauville;76710;76640;Trémauville, 76640
FAUVILLE-EN-CAUX;76258;76640;FAUVILLE-EN-CAUX, 76640
Cliponville;76182;76640;Cliponville, 76640
Envronville;76236;76640;Envronville, 76640
Alvimare;76002;76640;Alvimare, 76640
Cascastel-des-Corbières;11071;11360;Cascastel-des-Corbières, 11360
Embres-et-Castelmaure;11125;11360;Embres-et-Castelmaure, 11360
Quintillan;11305;11360;Quintillan, 11360
Villeneuve-les-Corbières;11431;11360;Villeneuve-les-Corbières, 11360
Durban-Corbières;11124;11360;Durban-Corbières, 11360
Fontjoncouse;11152;11360;Fontjoncouse, 11360
Albas;11006;11360;Albas, 11360
Villesèque-des-Corbières;11436;11360;Villesèque-des-Corbières, 11360
Saint-Jean-de-Barrou;11345;11360;Saint-Jean-de-Barrou, 11360
Fraissé-des-Corbières;11157;11360;Fraissé-des-Corbières, 11360
Samois-sur-Seine;77441;77920;Samois-sur-Seine, 77920
La Cresse;12086;12640;La Cresse, 12640
Rivière-sur-Tarn;12200;12640;Rivière-sur-Tarn, 12640
Saurais;79306;79200;Saurais, 79200
Saint-Germain-de-Longue-Chaume;79255;79200;Saint-Germain-de-Longue-Chaume, 79200
Lageon;79145;79200;Lageon, 79200
Adilly;79002;79200;Adilly, 79200
Pompaire;79213;79200;Pompaire, 79200
Parthenay;79202;79200;Parthenay, 79200
Gourgé;79135;79200;Gourgé, 79200
La Peyratte;79208;79200;La Peyratte, 79200
La Chapelle-Bertrand;79071;79200;La Chapelle-Bertrand, 79200
Le Tallud;79322;79200;Le Tallud, 79200
Châtillon-sur-Thouet;79080;79200;Châtillon-sur-Thouet, 79200
Viennay;79347;79200;Viennay, 79200
Saint-Mitre-les-Remparts;13098;13920;Saint-Mitre-les-Remparts, 13920
Dury;80261;80480;Dury, 80480
Salouël;80725;80480;Salouël, 80480
Vers-sur-Selles;80791;80480;Vers-sur-Selles, 80480
Creuse;80225;80480;Creuse, 80480
Saleux;80724;80480;Saleux, 80480
Bacouel-sur-Selle;80050;80480;Bacouel-sur-Selle, 80480
Pont-de-Metz;80632;80480;Pont-de-Metz, 80480
Le Vigean;15261;15200;Le Vigean, 15200
Chalvignac;15036;15200;Chalvignac, 15200
Jaleyrac;15079;15200;Jaleyrac, 15200
Sourniac;15230;15200;Sourniac, 15200
Arches;15010;15200;Arches, 15200
Méallet;15123;15200;Méallet, 15200
Mauriac;15120;15200;Mauriac, 15200
Salins;15220;15200;Salins, 15200
Oriolles;16251;16480;Oriolles, 16480
Chillac;16099;16480;Chillac, 16480
Châtignac;16091;16480;Châtignac, 16480
Saint-Félix;16315;16480;Saint-Félix, 16480
Saint-Laurent-des-Combes;16331;16480;Saint-Laurent-des-Combes, 16480
Guizengeard;16161;16480;Guizengeard, 16480
Saint-Vallier;16357;16480;Saint-Vallier, 16480
Passirac;16256;16480;Passirac, 16480
Sainte-Souline;16354;16480;Sainte-Souline, 16480
Brossac;16066;16480;Brossac, 16480
Sauvignac;16365;16480;Sauvignac, 16480
Boisbreteau;16048;16480;Boisbreteau, 16480
Berneuil;16040;16480;Berneuil, 16480
Entraigues-sur-la-Sorgue;84043;84320;Entraigues-sur-la-Sorgue, 84320
La Boissière-de-Montaigu;85025;85600;La Boissière-de-Montaigu, 85600
Treize-Septiers;85295;85600;Treize-Septiers, 85600
Montaigu-Vendée;85146;85600;Montaigu-Vendée, 85600
Montaigu;85146;85600;Montaigu, 85600
Longvic;21355;21600;Longvic, 21600
Fénay;21263;21600;Fénay, 21600
Ouges;21473;21600;Ouges, 21600
Le Thillot;88468;88160;Le Thillot, 88160
Le Ménil;88302;88160;Le Ménil, 88160
Fresse-sur-Moselle;88188;88160;Fresse-sur-Moselle, 88160
Ramonchamp;88369;88160;Ramonchamp, 88160
Coutarnoux;89128;89440;Coutarnoux, 89440
Massangis;89246;89440;Massangis, 89440
Athie;89022;89440;Athie, 89440
Blacy;89043;89440;Blacy, 89440
Dissangis;89141;89440;Dissangis, 89440
Annoux;89012;89440;Annoux, 89440
Précy-le-Sec;89312;89440;Précy-le-Sec, 89440
Joux-la-Ville;89208;89440;Joux-la-Ville, 89440
Angely;89008;89440;Angely, 89440
Sainte-Colombe;89339;89440;Sainte-Colombe, 89440
L' Isle-sur-Serein;89204;89440;L' Isle-sur-Serein, 89440
Saint-Médard-d'Excideuil;24463;24160;Saint-Médard-d'Excideuil, 24160
Sainte-Trie;24507;24160;Sainte-Trie, 24160
Anlhiac;24009;24160;Anlhiac, 24160
Clermont-d'Excideuil;24124;24160;Clermont-d'Excideuil, 24160
Saint-Germain-des-Prés;24417;24160;Saint-Germain-des-Prés, 24160
